bricqer_item_id,bricklink_id,name,condition_notes,bricqer_price,ebay_avg_sold_price,ebay_min_sold_price,ebay_max_sold_price,ebay_sold_count,ebay_active_count,ebay_sell_through_rate,ebay_avg_shipping,ebay_research_date,meets_threshold,recommended_price,best_offer_auto_accept,best_offer_auto_decline,ebay_sku,ebay_listing_id,ebay_listing_url,listing_status,ebay_title,created_at,updated_at
17466,adv001,Achu,,40,,,,,,,,,true,41,38.95,30.75,,,,NOT_LISTED,,2026-02-20T15:23:16.000011+00:00,2026-02-20T16:13:38.177+00:00
17884,njo0292,Acronix,,54,,,,,,,,,true,55,52.25,41.25,,,,NOT_LISTED,,2026-02-20T15:22:25.377879+00:00,2026-02-20T16:12:25.649+00:00
25608,jw033,"ACU Guard - Male, Black Knit Cap, Medium Nougat Head",,3.55,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:16.911271+00:00,2026-02-20T16:13:16.842+00:00
25584,jw032,"ACU Guard - Male, Dark Blue Cap, Light Nougat Head, Black Bandana",,3.42,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:12.108691+00:00,2026-02-20T16:12:51.42+00:00
16510,sw0719,Admiral Ackbar (Medium Nougat Robe),,11.69,,,,,,,,,true,12.69,12.06,9.52,,,,NOT_LISTED,,2026-02-20T14:58:25.432908+00:00,2026-02-20T16:13:31.343+00:00
11665,sw1096,Ahsoka Tano (Adult) - Dark Blue Jumpsuit,,5.32,,,,,,,,,true,6.32,6,4.74,,,,NOT_LISTED,,2026-02-20T14:57:53.549702+00:00,2026-02-20T16:11:05.807+00:00
17193,hp008,Albus Dumbledore - Yellow Version,,4.49,,,,,,,,,true,5.63,5.35,4.22,,,,NOT_LISTED,,2026-02-20T15:23:15.024677+00:00,2026-02-20T16:13:29.149+00:00
3826,sw0008,Anakin Skywalker (Light Gray Aviator Cap),,3.37,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:25.97738+00:00,2026-02-20T16:13:11.34+00:00
22040,sw0963,Antoc Merrick,,4.17,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:05.015561+00:00,2026-02-20T16:12:40.602+00:00
12776,hp140,"Argus Filch - Bald on Top, Dark Bluish Gray Jacket",,3.17,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:57.734351+00:00,2026-02-20T16:12:31.866+00:00
7397,hp089,"Arthur Weasley - Sand Green Open Jacket, Light Bluish Gray Legs",,3.8,,,,,,,,,true,4.8,4.56,3.6,,,,NOT_LISTED,,2026-02-20T14:57:57.328508+00:00,2026-02-20T16:12:03.107+00:00
9528,sw0598,"Astromech Droid, Christmas",,6.25,,,,,,,,,true,7.25,6.89,5.44,,,,NOT_LISTED,,2026-02-20T15:22:27.246958+00:00,2026-02-20T16:11:26.118+00:00
6908,sw0255,"Astromech Droid, R2-D2, Clone Wars",,6.43,,,,,,,,,true,7.43,7.06,5.57,,,,NOT_LISTED,,2026-02-20T14:57:49.825758+00:00,2026-02-20T16:11:00.178+00:00
11073,sw0908,"Astromech Droid, R2-D2, Dirt Stains on Front",,3.8,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:31.547259+00:00,2026-02-20T16:11:48.181+00:00
23963,sw0679,"Astromech Droid, R2-D2, Reindeer",,3.74,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:23:40.623047+00:00,2026-02-20T16:13:34.715+00:00
11189,sw0943,"Astromech Droid, R2-Q2 (Large Red Dots)",,8.99,,,,,,,,,true,9.99,9.49,7.49,,,,NOT_LISTED,,2026-02-20T15:22:31.828381+00:00,2026-02-20T16:13:06.986+00:00
8331,sw0370,"Astromech Droid, R5-F7",,4.77,,,,,,,,,true,5.77,5.48,4.33,,,,NOT_LISTED,,2026-02-20T14:57:59.214589+00:00,2026-02-20T16:11:31.181+00:00
5376,spd024,"Aunt May, Dark Tan Blouse, Dark Tan Legs, Light Bluish Gray Ponytail Hair",,4,,,,,,,,,true,5,4.75,3.75,,,,NOT_LISTED,,2026-02-20T14:57:55.445589+00:00,2026-02-20T16:11:10.029+00:00
11233,njo0446,"Baby - White Body with Yellow Hands, Head with Neck",,3.2,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:53.977701+00:00,2026-02-20T16:13:08.208+00:00
11232,njo0446,"Baby - White Body with Yellow Hands, Head with Neck",,3.2,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:48.277294+00:00,2026-02-20T16:11:16.335+00:00
13900,col339,Baby / Infant - with Stud Holder on Back with Smiling Face and Small Eyes Pattern (6131197),,3.72,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:22.443327+00:00,2026-02-20T16:11:54.914+00:00
3833,ww010,Bandit 3 (Dewey Cheatum),,5.61,,,,,,,,,true,6.61,6.28,4.96,,,,NOT_LISTED,,2026-02-20T14:57:58.806208+00:00,2026-02-20T16:12:22.385+00:00
3832,ww010,Bandit 3 (Dewey Cheatum),,5.61,,,,,,,,,true,6.61,6.28,4.96,,,,NOT_LISTED,,2026-02-20T14:57:58.681329+00:00,2026-02-20T16:12:12.642+00:00
3840,ww020,Banker,,10.94,,,,,,,,,true,11.94,11.34,8.96,,,,NOT_LISTED,,2026-02-20T15:23:02.928166+00:00,2026-02-20T16:13:08.861+00:00
3841,ww020,Banker,,10.94,,,,,,,,,true,11.94,11.34,8.96,,,,NOT_LISTED,,2026-02-20T14:58:01.603985+00:00,2026-02-20T16:12:23.425+00:00
5042,adv039,Baron Von Barron with Pith Helmet and White Epaulettes,,4.61,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:21.456672+00:00,2026-02-20T16:11:34.737+00:00
25073,sim026,Bart Simpson,,4.31,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:16.365026+00:00,2026-02-20T16:13:00.644+00:00
9976,sh0204,"Batman - Dark Bluish Gray Suit, Gold Belt, Black Hands, Spongy Cape, Black Boots",,4.11,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:52.345866+00:00,2026-02-20T16:11:02.202+00:00
23874,sh0053,Beetle,,5.7,,,,,,,,,true,6.7,6.37,5.03,,,,NOT_LISTED,,2026-02-20T15:23:39.25477+00:00,2026-02-20T16:13:20.822+00:00
5052,belvfairy02,Belville Fairy - Medium Green with Stars Pattern (Millimy),,3.81,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:23:05.177745+00:00,2026-02-20T16:11:58.328+00:00
5073,belvfemale27,Belville Female - Cherrie Blossom Pink Sleeveless Top,,4.61,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:18.751317+00:00,2026-02-20T16:11:20.99+00:00
7044,belvfemale44a,"Belville Female - Laura - White/Blue Swimsuit with Blue Stripes, Long Light Yellow Hair, Life Jacket",,7.7,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:18.914239+00:00,2026-02-20T16:11:34.161+00:00
20330,belvfemale20,"Belville Female - White Swimsuit with Dark Pink Bows Pattern, Light Yellow Hair",,3.3,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:19.825542+00:00,2026-02-20T16:11:54.348+00:00
13028,belvfemale26,"Belville Female - White Top with Green Leafy Collar Pattern, Light Yellow Hair",,3.15,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:19.05432+00:00,2026-02-20T16:11:41.659+00:00
3827,sw0009,Biggs Darklighter,,8.2,,,,,,,,,true,9.2,8.74,6.9,,,,NOT_LISTED,,2026-02-20T14:57:56.100779+00:00,2026-02-20T16:11:12.89+00:00
6467,bio016,Bionicle Mini - Barraki Kalmah,,3.38,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:47.929172+00:00,2026-02-20T16:44:17.124+00:00
6466,bio013,Bionicle Mini - Barraki Takadox with Horns,,3.22,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:47.800282+00:00,2026-02-20T16:44:00.106+00:00
6468,bio018,Bionicle Mini - Toa Mahri Hewkii,,3.38,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:48.063344+00:00,2026-02-20T16:44:34.712+00:00
9449,sw0554,Bith Musician,,6.7,,,,,,,,,true,7.7,7.32,5.78,,,,NOT_LISTED,,2026-02-20T15:22:30.976839+00:00,2026-02-20T16:11:14.564+00:00
23855,sw0554,Bith Musician,,6.7,,,,,,,,,true,7.7,7.32,5.78,,,,NOT_LISTED,,2026-02-20T15:23:38.38912+00:00,2026-02-20T16:13:42.094+00:00
24918,sh0349,Bizarro - Short Legs,,4,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:14.461399+00:00,2026-02-20T16:13:00.039+00:00
15348,cas098,"Black Falcon - Black Legs with Red Hips, Black Chin-Guard",,4.22,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:59.641888+00:00,2026-02-20T16:12:30.79+00:00
22076,cas254,"Black Falcon - Black Legs, Black Chin-Guard, Shield Bottom Pointed, Quiver",,3.94,,,,,,,,,true,5.45,5.18,4.09,,,,NOT_LISTED,,2026-02-20T14:58:05.532018+00:00,2026-02-20T16:12:05.666+00:00
3982,cas204,Blacksmith II,,4.25,,,,,,,,,true,5.86,5.57,4.4,,,,NOT_LISTED,,2026-02-20T15:22:30.594211+00:00,2026-02-20T16:13:06.383+00:00
13058,sp002,Blacktron 2,,3.34,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:01.310594+00:00,2026-02-20T16:12:04.983+00:00
22086,sp051,Blacktron 2 with Jet Pack and Trans-Neon Green Lights,,4.28,,,,,,,,,true,5.28,5.02,3.96,,,,NOT_LISTED,,2026-02-20T14:58:06.21142+00:00,2026-02-20T16:11:32.916+00:00
23869,sw0431,Boba Fett - Balaclava Head,,7,,,,,,,,,true,8.25,7.84,6.19,,,,NOT_LISTED,,2026-02-20T15:23:38.840495+00:00,2026-02-20T16:13:29.671+00:00
9127,sw0514,"Boba Fett, Young - Light Nougat Head",,3.24,,,,,,,,,true,4.26,4.05,3.2,,,,NOT_LISTED,,2026-02-20T14:57:59.652493+00:00,2026-02-20T16:11:51.83+00:00
11641,twt014,Branch,,4.04,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:55.501509+00:00,2026-02-20T16:11:37.135+00:00
25722,tgb001,"Brawny Boxer, Team GB (Minifigure Only without Stand and Accessories)",,6.08,,,,,,,,,true,7.72,7.33,5.79,,,,NOT_LISTED,,2026-02-20T14:58:14.31612+00:00,2026-02-20T16:12:58.75+00:00
16495,cas199,"Breastplate - Red with Blue Arms, Blue Legs with Black Hips, Dark Gray Neck-Protector",,3.97,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:23:13.063308+00:00,2026-02-20T16:13:19.042+00:00
7017,toy004,Buzz Lightyear,,6.41,,,,,,,,,true,7.41,7.04,5.56,,,,NOT_LISTED,,2026-02-20T15:22:30.725036+00:00,2026-02-20T16:12:17.754+00:00
10037,sw0653,C-3PO - Dark Red Arm,,5.18,,,,,,,,,true,6.18,5.87,4.64,,,,NOT_LISTED,,2026-02-20T15:22:27.37188+00:00,2026-02-20T16:11:43.396+00:00
23880,pi055,"Captain Red Beard - Brown Epaulettes, Pirate Hat with Skull and Crossbones",,8.84,,,,,,,,,true,9.84,9.35,7.38,,,,NOT_LISTED,,2026-02-20T15:23:39.523675+00:00,2026-02-20T16:13:39.325+00:00
13053,pi002,Captain Red Beard - Plain Pirate Hat,,5.46,,,,,,,,,true,6.46,6.14,4.85,,,,NOT_LISTED,,2026-02-20T14:57:57.883013+00:00,2026-02-20T16:11:18.032+00:00
3831,ww003,"Cavalry Colonel - Cowboy Hat, White Bandana (Colt Carson)",,9.9,,,,,,,,,true,10.9,10.36,8.18,,,,NOT_LISTED,,2026-02-20T14:57:58.513812+00:00,2026-02-20T16:12:03.716+00:00
3830,ww003,"Cavalry Colonel - Cowboy Hat, White Bandana (Colt Carson)",,9.9,,,,,,,,,true,10.9,10.36,8.18,,,,NOT_LISTED,,2026-02-20T14:57:54.801128+00:00,2026-02-20T16:11:07.077+00:00
14583,ww001,Cavalry General,,5,,,,,,,,,true,6.26,5.95,4.7,,,,NOT_LISTED,,2026-02-20T14:57:55.831884+00:00,2026-02-20T16:11:11.748+00:00
11026,sh0460,Cheetah,,6.18,,,,,,,,,true,7.18,6.82,5.39,,,,NOT_LISTED,,2026-02-20T15:22:31.409401+00:00,2026-02-20T16:12:37.935+00:00
17823,njo0238,Clancee - Shoulder Armor,,4.81,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:24.912905+00:00,2026-02-20T16:12:07.76+00:00
3809,sp003,Classic Space - Black with Air Tanks,,19.99,,,,,,,,,true,21.9,20.8,16.42,,,,NOT_LISTED,,2026-02-20T15:22:50.042868+00:00,2026-02-20T16:12:01.178+00:00
15421,sp004,Classic Space - Blue with Air Tanks,,6.48,,,,,,,,,true,7.48,7.11,5.61,,,,NOT_LISTED,,2026-02-20T15:23:01.754569+00:00,2026-02-20T16:11:37.734+00:00
13034,sp005,Classic Space - Red with Air Tanks,,4.04,,,,,,,,,true,5.04,4.79,3.78,,,,NOT_LISTED,,2026-02-20T15:23:01.622051+00:00,2026-02-20T16:11:35.968+00:00
3810,sp007,Classic Space - Yellow with Air Tanks,,5.12,,,,,,,,,true,6.12,5.81,4.59,,,,NOT_LISTED,,2026-02-20T15:22:59.829617+00:00,2026-02-20T16:11:57.228+00:00
3811,sp007,Classic Space - Yellow with Air Tanks,,4.24,,,,,,,,,true,5.24,4.98,3.93,,,,NOT_LISTED,,2026-02-20T15:23:01.03881+00:00,2026-02-20T16:12:20.731+00:00
7564,sw0299,Clone Bomb Squad Trooper (Phase 1) - Large Eyes,,3.57,,,,,,,,,true,4.57,4.34,3.43,,,,NOT_LISTED,,2026-02-20T15:23:06.80984+00:00,2026-02-20T16:12:21.295+00:00
13171,sw1002,"Clone Scout Trooper, 41st Elite Corps (Phase 2) - Kashyyyk Camouflage, Dark Tan Markings on Legs, Scowl",,13.12,,,,,,,,,true,14.12,13.41,10.59,,,,NOT_LISTED,,2026-02-20T14:58:23.959364+00:00,2026-02-20T16:13:30.777+00:00
13206,sw1002,"Clone Scout Trooper, 41st Elite Corps (Phase 2) - Kashyyyk Camouflage, Dark Tan Markings on Legs, Scowl",,13.12,,,,,,,,,true,14.12,13.41,10.59,,,,NOT_LISTED,,2026-02-20T14:57:48.730752+00:00,2026-02-20T16:45:07.759+00:00
11096,sw0910,"Clone Trooper (Phase 1) - Printed Legs, Scowl",,5.08,,,,,,,,,true,6.08,5.78,4.56,,,,NOT_LISTED,,2026-02-20T14:58:25.149559+00:00,2026-02-20T16:13:45.02+00:00
8718,sw0442,Clone Trooper (Phase 1) - Scowl,,5.33,,,,,,,,,true,6.33,6.01,4.75,,,,NOT_LISTED,,2026-02-20T14:58:00.749883+00:00,2026-02-20T16:11:31.749+00:00
13752,sw0445,"Clone Trooper, 501st Legion (Phase 2) - Blue Arms, Large Eyes",,4.43,,,,,,,,,true,6.1,5.79,4.57,,,,NOT_LISTED,,2026-02-20T15:22:24.50135+00:00,2026-02-20T16:11:42.248+00:00
16498,njo0322,"Cole - The LEGO Ninjago Movie, Arms with Cuffs",,3.32,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:27.370358+00:00,2026-02-20T16:13:18.499+00:00
25704,col177,"Constable, Series 11 (Minifigure Only without Stand and Accessories)",,3.61,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:13.637887+00:00,2026-02-20T16:12:55.705+00:00
9112,col177,"Constable, Series 11 (Minifigure Only without Stand and Accessories)",,3.61,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:00.878689+00:00,2026-02-20T16:12:02.465+00:00
9113,col177,"Constable, Series 11 (Minifigure Only without Stand and Accessories)",,3.61,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:01.012606+00:00,2026-02-20T16:11:40.512+00:00
17194,sw0060,Count Dooku,,13.29,,,,,,,,,true,17.68,16.8,13.26,,,,NOT_LISTED,,2026-02-20T15:23:15.150755+00:00,2026-02-20T16:13:13.215+00:00
10920,min052,"Creeper, Charged Creeper",,6.62,,,,,,,,,true,8.51,8.08,6.38,,,,NOT_LISTED,,2026-02-20T15:22:36.196919+00:00,2026-02-20T16:11:49.52+00:00
10662,sw0808,"Darth Maul, without Cape",,4.11,,,,,,,,,true,5.42,5.15,4.06,,,,NOT_LISTED,,2026-02-20T14:57:53.424885+00:00,2026-02-20T16:11:05.214+00:00
7097,sw0277,Darth Vader (White Pupils),,6.54,,,,,,,,,true,7.54,7.16,5.66,,,,NOT_LISTED,,2026-02-20T14:57:53.159123+00:00,2026-02-20T16:11:04.059+00:00
11503,hp198,Death Eater - Wizard Hat,,5.1,,,,,,,,,true,6.1,5.79,4.57,,,,NOT_LISTED,,2026-02-20T15:22:31.956356+00:00,2026-02-20T16:12:18.451+00:00
15170,col015,"Deep Sea Diver, Series 1 (Minifigure Only without Stand and Accessories)",,4.05,,,,,,,,,true,5.05,4.8,3.79,,,,NOT_LISTED,,2026-02-20T15:22:45.082668+00:00,2026-02-20T16:12:29.635+00:00
11227,hp155,Dementor - Black with Black Cape,,4.14,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:54.922758+00:00,2026-02-20T16:11:16.881+00:00
7200,col008,"Demolition Dummy, Series 1 (Minifigure Only without Stand and Accessories)",,4.5,,,,,,,,,true,5.5,5.23,4.13,,,,NOT_LISTED,,2026-02-20T15:22:44.678721+00:00,2026-02-20T16:12:00.014+00:00
3835,ww012,Deputy (Zack),,3,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:55.050821+00:00,2026-02-20T16:11:08.302+00:00
3834,ww012,Deputy (Zack),,4.01,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:57:54.927697+00:00,2026-02-20T16:11:07.722+00:00
25714,coltlbm42,"Doctor Phosphorus, The LEGO Batman Movie, Series 2 (Minifigure Only without Stand and Accessories)",,5.1,,,,,,,,,true,7.04,6.69,5.28,,,,NOT_LISTED,,2026-02-20T14:58:13.899669+00:00,2026-02-20T16:12:56.909+00:00
24891,coltlbm42,"Doctor Phosphorus, The LEGO Batman Movie, Series 2 (Minifigure Only without Stand and Accessories)",,5.1,,,,,,,,,true,7.04,6.69,5.28,,,,NOT_LISTED,,2026-02-20T14:58:08.48244+00:00,2026-02-20T16:11:20.429+00:00
17887,njo0204,Dogshank,,16.5,,,,,,,,,true,17.5,16.63,13.13,,,,NOT_LISTED,,2026-02-20T15:22:32.92829+00:00,2026-02-20T16:12:10.94+00:00
23845,sh0052,Dr. Doom,,58.44,,,,,,,,,true,59.44,56.47,44.58,,,,NOT_LISTED,,2026-02-20T15:23:37.445896+00:00,2026-02-20T16:13:33.594+00:00
11145,jw028,"Dr. Ellie Sattler - Bright Pink Shirt, Hair over Shoulder",,3.56,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:25.812319+00:00,2026-02-20T16:13:03.094+00:00
25721,agt013a,Dr. Inferno (Metallic Silver Claw),,4,,,,,,,,,true,5.52,5.24,4.14,,,,NOT_LISTED,,2026-02-20T14:58:14.189903+00:00,2026-02-20T16:12:58.099+00:00
3791,cas013,"Dragon Knights - Knight 1, Light Gray Legs with Black Hips, Black Neck-Protector",,3.14,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T15:22:40.751414+00:00,2026-02-20T16:11:28.928+00:00
22080,cas013,"Dragon Knights - Knight 1, Light Gray Legs with Black Hips, Black Neck-Protector",,3.14,,,,,,,,,false,,,,,,,NOT_LISTED,,2026-02-20T14:58:05.807287+00:00,2026-02-20T16:12:24.549+00:00
